Pt,T,Vf,Im,Vu,Pwr,Sig,Ach,IERange,Over
1897,94.9,0.754245,-0.0476734,0.0,-0.0359574,0.238787,-8.60026e-05,11,...........
1898,94.95,0.754214,-0.0476986,0.0,-0.0359749,0.238912,-8.03344e-05,11,...........
1899,95.0,0.754172,-0.0477257,0.0,-0.0359934,0.239037,-7.80004e-05,11,...........
1900,95.05,0.754127,-0.0477477,0.0,-0.0360078,0.239162,-9.20043e-05,11,...........
1901,95.1,0.754086,-0.0477728,0.0,-0.0360248,0.239287,-8.26684e-05,11,...........
1902,95.15,0.754054,-0.0477994,0.0,-0.0360433,0.239412,-8.43355e-05,11,...........
1903,95.2,0.754007,-0.0478221,0.0,-0.0360582,0.239537,-8.20015e-05,11,...........
1904,95.25,0.753968,-0.0478487,0.0,-0.0360764,0.239662,-8.46689e-05,11,...........
1905,95.3,0.753924,-0.0478704,0.0,-0.0360906,0.239787,-8.16681e-05,11,...........
1906,95.35,0.753889,-0.0478988,0.0,-0.0361104,0.239912,-7.93341e-05,11,...........
1907,95.4,0.75385,-0.0479216,0.0,-0.0361257,0.240038,-8.36686e-05,11,...........
1908,95.45,0.753804,-0.0479458,0.0,-0.0361417,0.240162,-8.36686e-05,11,...........
1909,95.5,0.753767,-0.0479703,0.0,-0.0361584,0.240287,-8.76697e-05,11,...........
1910,95.55,0.753725,-0.0479996,0.0,-0.0361785,0.240412,-8.23349e-05,11,...........
1911,95.6,0.753684,-0.0480271,0.0,-0.0361973,0.240537,-7.90007e-05,11,...........
1912,95.65,0.753642,-0.0480504,0.0,-0.0362128,0.240663,-8.26683e-05,11,...........
1913,95.7,0.753601,-0.0480762,0.0,-0.0362303,0.240787,-7.49995e-05,11,...........
1914,95.75,0.753559,-0.0480975,0.0,-0.0362444,0.240912,-8.70029e-05,11,...........
1915,95.8,0.753519,-0.048124,0.0,-0.0362623,0.241037,-8.36686e-05,11,...........
1916,95.85,0.75348,-0.0481465,0.0,-0.0362774,0.241162,-9.1004e-05,11,...........
1917,95.9,0.753436,-0.0481737,0.0,-0.0362958,0.241287,-8.16681e-05,11,...........
1918,95.95,0.753397,-0.0481962,0.0,-0.0363108,0.241412,-8.16681e-05,11,...........
1919,96.0,0.753361,-0.0482224,0.0,-0.0363289,0.241537,-8.33352e-05,11,...........
1920,96.05,0.753317,-0.0482445,0.0,-0.0363434,0.241662,-8.40021e-05,11,...........
1921,96.1,0.753276,-0.0482678,0.0,-0.036359,0.241787,-8.70029e-05,11,...........
1922,96.15,0.753235,-0.0482923,0.0,-0.0363754,0.241912,-8.60026e-05,11,...........
1923,96.2,0.753195,-0.048323,0.0,-0.0363967,0.242037,-8.16681e-05,11,...........
1924,96.25,0.75316,-0.048347,0.0,-0.036413,0.242162,-7.86672e-05,11,...........
1925,96.3,0.75311,-0.0483731,0.0,-0.0364302,0.242287,-7.46661e-05,11,...........
1926,96.35,0.753073,-0.048397,0.0,-0.0364465,0.242412,-7.96675e-05,11,...........
1927,96.4,0.753022,-0.0484226,0.0,-0.0364633,0.24255,-8.36686e-05,11,...........
1928,96.45,0.752991,-0.0484512,0.0,-0.0364833,0.242675,-8.90035e-05,11,...........
1929,96.5,0.752945,-0.0484759,0.0,-0.0364997,0.2428,-8.13346e-05,11,...........
1930,96.55,0.752905,-0.0485018,0.0,-0.0365172,0.242925,-7.7667e-05,11,...........
1931,96.6,0.752863,-0.0485256,0.0,-0.0365331,0.24305,-8.40021e-05,11,...........
1932,96.65,0.752827,-0.0485485,0.0,-0.0365486,0.243175,-9.03372e-05,11,...........
1933,96.7,0.752779,-0.0485773,0.0,-0.036568,0.2433,-8.56692e-05,11,...........
1934,96.75,0.752736,-0.0486016,0.0,-0.0365842,0.243425,-8.03344e-05,11,...........
1935,96.8,0.752691,-0.0486267,0.0,-0.0366009,0.24355,-8.06678e-05,11,...........
1936,96.85,0.752655,-0.0486519,0.0,-0.0366181,0.243675,-8.20015e-05,11,...........
1937,96.9,0.752611,-0.0486771,0.0,-0.0366349,0.2438,-8.06678e-05,11,...........
1938,96.95,0.752572,-0.0487022,0.0,-0.0366519,0.243925,-7.83338e-05,11,...........
1939,97.0,0.75253,-0.0487269,0.0,-0.0366684,0.24405,-8.70029e-05,11,...........
1940,97.05,0.752489,-0.0487553,0.0,-0.0366879,0.244175,-8.46689e-05,11,...........
1941,97.1,0.75245,-0.0487782,0.0,-0.0367031,0.2443,-8.36686e-05,11,...........
1942,97.15,0.752403,-0.0488039,0.0,-0.0367202,0.244425,-8.06678e-05,11,...........
1943,97.2,0.752364,-0.0488274,0.0,-0.036736,0.24455,-9.13374e-05,11,...........
1944,97.25,0.75232,-0.048851,0.0,-0.0367516,0.244675,-8.33352e-05,11,...........
1945,97.3,0.752286,-0.0488776,0.0,-0.03677,0.2448,-8.60026e-05,11,...........
1946,97.35,0.75224,-0.0489031,0.0,-0.0367869,0.244925,-8.00009e-05,11,...........
1947,97.4,0.752201,-0.0489249,0.0,-0.0368014,0.24505,-8.03344e-05,11,...........
1948,97.45,0.75216,-0.0489506,0.0,-0.0368187,0.245175,-8.43355e-05,11,...........
1949,97.5,0.752122,-0.048976,0.0,-0.0368359,0.2453,-7.86672e-05,11,...........
1950,97.55,0.752077,-0.0490015,0.0,-0.0368529,0.245425,-8.6336e-05,11,...........
1951,97.6,0.75204,-0.0490256,0.0,-0.0368692,0.24555,-8.93369e-05,11,...........
1952,97.65,0.751999,-0.0490479,0.0,-0.036884,0.245675,-8.26684e-05,11,...........
1953,97.7,0.751958,-0.0490743,0.0,-0.0369018,0.2458,-8.36686e-05,11,...........
1954,97.75,0.751916,-0.0490988,0.0,-0.0369182,0.245925,-9.1004e-05,11,...........
1955,97.8,0.751877,-0.0491239,0.0,-0.0369351,0.24605,-8.10012e-05,11,...........
1956,97.85,0.751832,-0.0491479,0.0,-0.0369509,0.246175,-7.73335e-05,11,...........
1957,97.9,0.751789,-0.0491749,0.0,-0.0369692,0.2463,-8.06678e-05,11,...........
1958,97.95,0.751745,-0.0492016,0.0,-0.0369871,0.246425,-7.73335e-05,11,...........
1959,98.0,0.751705,-0.0492324,0.0,-0.0370082,0.24655,-8.50023e-05,11,...........
1960,98.05,0.751661,-0.0492521,0.0,-0.0370209,0.246675,-8.20015e-05,11,...........
1961,98.1,0.751612,-0.0492783,0.0,-0.0370382,0.246812,-8.60026e-05,11,...........
1962,98.15,0.751583,-0.0493017,0.0,-0.0370543,0.246937,-7.73335e-05,11,...........
1963,98.2,0.751539,-0.0493272,0.0,-0.0370713,0.247062,-8.16681e-05,11,...........
1964,98.25,0.751497,-0.0493532,0.0,-0.0370888,0.247187,-8.66695e-05,11,...........
1965,98.3,0.751455,-0.0493768,0.0,-0.0371045,0.247313,-8.20015e-05,11,...........
1966,98.35,0.751422,-0.0493983,0.0,-0.037119,0.247437,-8.70029e-05,11,...........
1967,98.4,0.751375,-0.0494274,0.0,-0.0371385,0.247562,-8.20015e-05,11,...........
1968,98.45,0.751333,-0.049453,0.0,-0.0371556,0.247687,-7.90007e-05,11,...........
1969,98.5,0.751291,-0.0494797,0.0,-0.0371736,0.247812,-8.80032e-05,11,...........
1970,98.55,0.751245,-0.049503,0.0,-0.0371889,0.247938,-8.43355e-05,11,...........
1971,98.6,0.751208,-0.0495264,0.0,-0.0372046,0.248062,-7.93341e-05,11,...........
1972,98.65,0.75116,-0.0495564,0.0,-0.0372248,0.248187,-9.06706e-05,11,...........
1973,98.7,0.751121,-0.049576,0.0,-0.0372376,0.248312,-8.26684e-05,11,...........
1974,98.75,0.75108,-0.049605,0.0,-0.0372573,0.248437,-8.03344e-05,11,...........
1975,98.8,0.751033,-0.0496331,0.0,-0.0372761,0.248562,-8.36686e-05,11,...........
1976,98.85,0.750991,-0.0496583,0.0,-0.037293,0.248687,-7.66667e-05,11,...........
1977,98.9,0.750952,-0.0496808,0.0,-0.0373079,0.248812,-8.16681e-05,11,...........
1978,98.95,0.750908,-0.0497025,0.0,-0.037322,0.248937,-7.86672e-05,11,...........
1979,99.0,0.750869,-0.0497261,0.0,-0.0373378,0.249062,-8.23349e-05,11,...........
1980,99.05,0.750825,-0.0497545,0.0,-0.0373569,0.249187,-8.00009e-05,11,...........
1981,99.1,0.750786,-0.0497786,0.0,-0.037373,0.249312,-8.70029e-05,11,...........
1982,99.15,0.750746,-0.0498017,0.0,-0.0373884,0.249437,-8.60026e-05,11,...........
1983,99.2,0.750708,-0.0498256,0.0,-0.0374045,0.249562,-7.90007e-05,11,...........
1984,99.25,0.750663,-0.049849,0.0,-0.0374198,0.249687,-7.90007e-05,11,...........
1985,99.3,0.750621,-0.0498799,0.0,-0.0374409,0.249812,-7.83338e-05,11,...........
1986,99.35,0.750579,-0.0499068,0.0,-0.037459,0.249937,-8.16681e-05,11,...........
1987,99.4,0.750534,-0.0499319,0.0,-0.0374756,0.250062,-8.13346e-05,11,...........
1988,99.45,0.750496,-0.0499545,0.0,-0.0374906,0.250187,-8.06678e-05,11,...........
1989,99.5,0.750453,-0.0499794,0.0,-0.0375071,0.250313,-8.50023e-05,11,...........
1990,99.55,0.750408,-0.0500065,0.0,-0.0375253,0.250437,-8.43355e-05,11,...........
1991,99.6,0.750368,-0.0500281,0.0,-0.0375394,0.250562,-7.2999e-05,11,...........
1992,99.65,0.750323,-0.0500513,0.0,-0.0375546,0.250687,-8.06678e-05,11,...........
1993,99.7,0.750282,-0.0500784,0.0,-0.037573,0.250813,-8.93369e-05,11,...........
1994,99.75,0.750242,-0.0501065,0.0,-0.037592,0.250937,-8.03344e-05,11,...........
1995,99.8,0.750199,-0.0501341,0.0,-0.0376106,0.251075,-7.5333e-05,11,...........
1996,99.85,0.750156,-0.0501561,0.0,-0.0376249,0.2512,-8.30018e-05,11,...........
1997,99.9,0.750118,-0.0501823,0.0,-0.0376426,0.251325,-8.03344e-05,11,...........
1998,99.95,0.750068,-0.0502051,0.0,-0.0376573,0.25145,-8.73363e-05,11,...........
1999,100.0,0.75003,-0.0502302,0.0,-0.0376741,0.251575,-8.76698e-05,11,...........
2000,100.05,0.749992,-0.0502555,0.0,-0.0376912,0.2517,-7.73335e-05,11,...........
2001,100.1,0.749952,-0.050284,0.0,-0.0377106,0.251825,-8.20015e-05,11,...........
2002,100.15,0.749905,-0.0503068,0.0,-0.0377253,0.25195,-8.03344e-05,11,...........
2003,100.2,0.749856,-0.0503296,0.0,-0.03774,0.252075,-7.83338e-05,11,...........
2004,100.25,0.749822,-0.0503534,0.0,-0.0377561,0.2522,-8.867e-05,11,...........
2005,100.3,0.749778,-0.0503808,0.0,-0.0377745,0.252325,-8.60026e-05,11,...........
2006,100.35,0.749736,-0.0504068,0.0,-0.0377918,0.25245,-7.86672e-05,11,...........
2007,100.4,0.749695,-0.0504311,0.0,-0.0378079,0.252575,-8.06678e-05,11,...........
2008,100.45,0.749652,-0.0504567,0.0,-0.037825,0.2527,-7.46661e-05,11,...........
2009,100.5,0.74961,-0.0504821,0.0,-0.0378419,0.252825,-8.26684e-05,11,...........
2010,100.55,0.749565,-0.0505036,0.0,-0.0378558,0.25295,-8.30018e-05,11,...........
2011,100.6,0.74953,-0.0505285,0.0,-0.0378726,0.253075,-8.43355e-05,11,...........
2012,100.65,0.749481,-0.050554,0.0,-0.0378892,0.2532,-8.50023e-05,11,...........
2013,100.7,0.74944,-0.050575,0.0,-0.0379029,0.253325,-8.76698e-05,11,...........
2014,100.75,0.749403,-0.0505995,0.0,-0.0379194,0.25345,-7.83338e-05,11,...........
2015,100.8,0.74936,-0.0506257,0.0,-0.0379368,0.253575,-8.13346e-05,11,...........
2016,100.85,0.749321,-0.0506529,0.0,-0.0379553,0.2537,-7.66667e-05,11,...........
2017,100.9,0.749274,-0.0506791,0.0,-0.0379725,0.253825,-8.73363e-05,11,...........
2018,100.95,0.74923,-0.0507018,0.0,-0.0379873,0.25395,-7.70001e-05,11,...........
2019,101.0,0.749182,-0.0507257,0.0,-0.0380028,0.254075,-8.36686e-05,11,...........
2020,101.05,0.749146,-0.0507549,0.0,-0.0380228,0.2542,-8.70029e-05,11,...........
2021,101.1,0.749106,-0.0507799,0.0,-0.0380395,0.254325,-8.6336e-05,11,...........
2022,101.15,0.749059,-0.0508012,0.0,-0.0380531,0.25445,-8.03344e-05,11,...........
2023,101.2,0.749016,-0.0508251,0.0,-0.0380688,0.254575,-7.7667e-05,11,...........
2024,101.25,0.748977,-0.0508505,0.0,-0.0380858,0.2547,-8.76697e-05,11,...........
2025,101.3,0.748936,-0.0508786,0.0,-0.0381048,0.254825,-9.06706e-05,11,...........
2026,101.35,0.748893,-0.0509053,0.0,-0.0381226,0.25495,-8.10012e-05,11,...........
2027,101.4,0.748845,-0.050929,0.0,-0.0381379,0.255075,-8.00009e-05,11,...........
2028,101.45,0.748804,-0.050955,0.0,-0.0381553,0.2552,-8.26684e-05,11,...........
2029,101.5,0.748757,-0.0509834,0.0,-0.0381742,0.255338,-8.10012e-05,11,...........
2030,101.55,0.748716,-0.0510067,0.0,-0.0381895,0.255462,-7.90007e-05,11,...........
2031,101.6,0.748669,-0.0510325,0.0,-0.0382064,0.255587,-8.76698e-05,11,...........
2032,101.65,0.748631,-0.0510551,0.0,-0.0382214,0.255712,-8.16681e-05,11,...........
2033,101.7,0.74859,-0.051082,0.0,-0.0382395,0.255838,-8.36686e-05,11,...........
2034,101.75,0.748546,-0.0511042,0.0,-0.0382539,0.255962,-7.93341e-05,11,...........
2035,101.8,0.748501,-0.0511276,0.0,-0.0382691,0.256087,-7.90007e-05,11,...........
2036,101.85,0.748461,-0.0511524,0.0,-0.0382855,0.256213,-8.36686e-05,11,...........
2037,101.9,0.748414,-0.0511802,0.0,-0.038304,0.256337,-7.86672e-05,11,...........
2038,101.95,0.748371,-0.0512057,0.0,-0.0383209,0.256462,-7.93341e-05,11,...........
2039,102.0,0.748334,-0.0512313,0.0,-0.0383381,0.256588,-8.50023e-05,11,...........
2040,102.05,0.748284,-0.0512587,0.0,-0.0383561,0.256712,-8.60026e-05,11,...........
2041,102.1,0.748245,-0.0512807,0.0,-0.0383705,0.256837,-7.93341e-05,11,...........
2042,102.15,0.748201,-0.0513046,0.0,-0.0383862,0.256963,-7.63332e-05,11,...........
2043,102.2,0.74816,-0.0513287,0.0,-0.0384021,0.257087,-8.30018e-05,11,...........
2044,102.25,0.748115,-0.0513579,0.0,-0.0384217,0.257212,-8.40021e-05,11,...........
2045,102.3,0.748072,-0.0513785,0.0,-0.0384348,0.257337,-7.83338e-05,11,...........
2046,102.35,0.748026,-0.0514026,0.0,-0.0384505,0.257463,-7.2999e-05,11,...........
2047,102.4,0.747987,-0.0514268,0.0,-0.0384666,0.257587,-8.53358e-05,11,...........
2048,102.45,0.74794,-0.0514529,0.0,-0.0384837,0.257712,-8.33352e-05,11,...........
2049,102.5,0.7479,-0.0514791,0.0,-0.0385012,0.257838,-8.10012e-05,11,...........
2050,102.55,0.747853,-0.0515042,0.0,-0.0385176,0.257962,-8.867e-05,11,...........
2051,102.6,0.747811,-0.0515268,0.0,-0.0385323,0.258087,-8.20015e-05,11,...........
2052,102.65,0.747764,-0.0515566,0.0,-0.0385522,0.258213,-8.10012e-05,11,...........
2053,102.7,0.747724,-0.0515815,0.0,-0.0385687,0.258337,-7.80004e-05,11,...........
2054,102.75,0.747679,-0.051606,0.0,-0.0385847,0.258462,-8.36686e-05,11,...........
2055,102.8,0.747642,-0.0516295,0.0,-0.0386004,0.258587,-8.40021e-05,11,...........
2056,102.85,0.747599,-0.0516521,0.0,-0.038615,0.258713,-9.30046e-05,11,...........
2057,102.9,0.747549,-0.0516783,0.0,-0.0386321,0.258837,-8.13346e-05,11,...........
2058,102.95,0.747501,-0.0517038,0.0,-0.0386486,0.258962,-8.23349e-05,11,...........
2059,103.0,0.747458,-0.0517303,0.0,-0.0386662,0.259088,-8.06678e-05,11,...........
2060,103.05,0.747422,-0.051753,0.0,-0.0386813,0.259212,-8.40021e-05,11,...........
2061,103.1,0.747374,-0.0517754,0.0,-0.0386956,0.259337,-8.50023e-05,11,...........
2062,103.15,0.747338,-0.0518056,0.0,-0.0387163,0.259463,-8.60026e-05,11,...........
2063,103.2,0.747292,-0.0518298,0.0,-0.038732,0.2596,-9.16709e-05,11,...........
2064,103.25,0.747249,-0.0518575,0.0,-0.0387504,0.259725,-8.03344e-05,11,...........
2065,103.3,0.747206,-0.0518805,0.0,-0.0387654,0.25985,-8.56692e-05,11,...........
2066,103.35,0.747153,-0.0519053,0.0,-0.0387812,0.259975,-8.06678e-05,11,...........
2067,103.4,0.747114,-0.0519282,0.0,-0.0387963,0.2601,-7.80004e-05,11,...........
2068,103.45,0.747067,-0.0519568,0.0,-0.0388152,0.260225,-7.73335e-05,11,...........
2069,103.5,0.747032,-0.0519774,0.0,-0.0388288,0.26035,-8.76698e-05,11,...........
2070,103.55,0.746985,-0.0520032,0.0,-0.0388456,0.260475,-7.96675e-05,11,...........
2071,103.6,0.746935,-0.0520329,0.0,-0.0388652,0.2606,-8.50023e-05,11,...........
2072,103.65,0.746899,-0.052056,0.0,-0.0388806,0.260725,-7.59998e-05,11,...........
2073,103.7,0.746851,-0.0520807,0.0,-0.0388966,0.26085,-8.53358e-05,11,...........
2074,103.75,0.746808,-0.0521085,0.0,-0.038915,0.260975,-7.90007e-05,11,...........
2075,103.8,0.746764,-0.0521341,0.0,-0.0389319,0.2611,-8.16681e-05,11,...........
2076,103.85,0.746719,-0.0521554,0.0,-0.0389455,0.261225,-8.80032e-05,11,...........
2077,103.9,0.746675,-0.0521805,0.0,-0.0389619,0.26135,-7.86672e-05,11,...........
2078,103.95,0.746631,-0.0522096,0.0,-0.0389813,0.261475,-9.03372e-05,11,...........
2079,104.0,0.746585,-0.0522326,0.0,-0.038996,0.2616,-8.33352e-05,11,...........
2080,104.05,0.74654,-0.0522562,0.0,-0.0390114,0.261725,-8.46689e-05,11,...........
2081,104.1,0.746496,-0.0522809,0.0,-0.0390275,0.26185,-9.1004e-05,11,...........
2082,104.15,0.746456,-0.0523016,0.0,-0.0390409,0.261975,-8.56692e-05,11,...........
2083,104.2,0.746413,-0.0523267,0.0,-0.0390573,0.2621,-8.60026e-05,11,...........
2084,104.25,0.74637,-0.0523515,0.0,-0.0390736,0.262225,-8.6336e-05,11,...........
2085,104.3,0.746326,-0.0523773,0.0,-0.0390906,0.26235,-8.13346e-05,11,...........
2086,104.35,0.746278,-0.0524025,0.0,-0.0391069,0.262475,-7.46661e-05,11,...........
2087,104.4,0.746236,-0.0524307,0.0,-0.0391256,0.2626,-8.20015e-05,11,...........
2088,104.45,0.746187,-0.0524553,0.0,-0.0391414,0.262725,-8.03344e-05,11,...........
2089,104.5,0.746137,-0.0524803,0.0,-0.0391575,0.26285,-7.5333e-05,11,...........
2090,104.55,0.7461,-0.052506,0.0,-0.0391747,0.262975,-8.83366e-05,11,...........
2091,104.6,0.746052,-0.0525311,0.0,-0.0391909,0.2631,-8.36686e-05,11,...........
2092,104.65,0.746012,-0.0525528,0.0,-0.039205,0.263225,-8.00009e-05,11,...........
2093,104.7,0.745966,-0.0525769,0.0,-0.0392206,0.26335,-8.10012e-05,11,...........
2094,104.75,0.745922,-0.0526025,0.0,-0.0392374,0.263475,-8.43355e-05,11,...........
2095,104.8,0.745881,-0.05263,0.0,-0.0392557,0.2636,-8.70029e-05,11,...........
2096,104.85,0.745834,-0.052651,0.0,-0.0392689,0.263725,-8.26684e-05,11,...........
2097,104.9,0.745792,-0.0526813,0.0,-0.0392893,0.263862,-8.96703e-05,11,...........
2098,104.95,0.745748,-0.0527055,0.0,-0.039305,0.263987,-7.36658e-05,11,...........
2099,105.0,0.745702,-0.0527343,0.0,-0.0393241,0.264113,-6.79976e-05,11,...........
2100,105.05,0.745653,-0.0527576,0.0,-0.0393388,0.264237,-8.66695e-05,11,...........
2101,105.1,0.74561,-0.0527795,0.0,-0.0393529,0.264362,-7.80004e-05,11,...........
2102,105.15,0.745573,-0.052806,0.0,-0.0393707,0.264488,-7.39993e-05,11,...........
2103,105.2,0.745525,-0.0528318,0.0,-0.0393874,0.264612,-8.43355e-05,11,...........
2104,105.25,0.745477,-0.0528556,0.0,-0.0394027,0.264737,-7.96675e-05,11,...........
2105,105.3,0.745432,-0.0528842,0.0,-0.0394216,0.264863,-8.30018e-05,11,...........
2106,105.35,0.745384,-0.0529073,0.0,-0.0394363,0.264987,-7.23321e-05,11,...........
2107,105.4,0.745345,-0.0529348,0.0,-0.0394547,0.265112,-8.43355e-05,11,...........
2108,105.45,0.745302,-0.0529583,0.0,-0.0394699,0.265237,-8.13346e-05,11,...........
2109,105.5,0.74525,-0.052981,0.0,-0.0394841,0.265363,-9.06706e-05,11,...........
2110,105.55,0.745206,-0.0530069,0.0,-0.0395011,0.265487,-8.40021e-05,11,...........
2111,105.6,0.745167,-0.0530293,0.0,-0.0395157,0.265612,-7.36658e-05,11,...........
2112,105.65,0.745121,-0.0530584,0.0,-0.039535,0.265738,-7.86672e-05,11,...........
2113,105.7,0.745076,-0.0530852,0.0,-0.0395525,0.265862,-8.23349e-05,11,...........
2114,105.75,0.745035,-0.0531102,0.0,-0.039569,0.265987,-8.16681e-05,11,...........
2115,105.8,0.74498,-0.0531337,0.0,-0.0395835,0.266113,-7.56664e-05,11,...........
2116,105.85,0.744946,-0.0531577,0.0,-0.0395996,0.266237,-8.73363e-05,11,...........
2117,105.9,0.7449,-0.0531809,0.0,-0.0396144,0.266362,-7.80004e-05,11,...........
2118,105.95,0.744853,-0.0532101,0.0,-0.0396337,0.266487,-8.40021e-05,11,...........
2119,106.0,0.744807,-0.0532326,0.0,-0.039648,0.266612,-8.26684e-05,11,...........
2120,106.05,0.74477,-0.0532556,0.0,-0.0396631,0.266737,-8.40021e-05,11,...........
2121,106.1,0.744719,-0.0532844,0.0,-0.0396819,0.266862,-8.06678e-05,11,...........
2122,106.15,0.744674,-0.0533073,0.0,-0.0396966,0.266988,-8.83366e-05,11,...........
2123,106.2,0.744623,-0.0533327,0.0,-0.0397127,0.267112,-8.33352e-05,11,...........
2124,106.25,0.744577,-0.0533602,0.0,-0.0397308,0.267237,-8.40021e-05,11,...........
2125,106.3,0.744536,-0.0533838,0.0,-0.0397462,0.267363,-7.93341e-05,11,...........
2126,106.35,0.744488,-0.0534052,0.0,-0.0397595,0.267487,-8.06678e-05,11,...........
2127,106.4,0.744442,-0.0534344,0.0,-0.0397788,0.267612,-9.26711e-05,11,...........
2128,106.45,0.7444,-0.0534569,0.0,-0.0397933,0.267738,-8.16681e-05,11,...........
2129,106.5,0.744355,-0.0534806,0.0,-0.0398085,0.267862,-8.46689e-05,11,...........
2130,106.55,0.744312,-0.053509,0.0,-0.0398274,0.267987,-8.20015e-05,11,...........
2131,106.6,0.744257,-0.0535401,0.0,-0.0398476,0.268125,-7.86672e-05,11,...........
2132,106.65,0.744215,-0.0535623,0.0,-0.0398618,0.26825,-8.80032e-05,11,...........
2133,106.7,0.744171,-0.0535875,0.0,-0.0398783,0.268375,-7.80004e-05,11,...........
2134,106.75,0.744129,-0.0536144,0.0,-0.039896,0.2685,-8.60026e-05,11,...........
2135,106.8,0.744075,-0.0536384,0.0,-0.039911,0.268625,-8.66695e-05,11,...........
2136,106.85,0.744037,-0.0536611,0.0,-0.0399259,0.26875,-7.73335e-05,11,...........
2137,106.9,0.743991,-0.0536855,0.0,-0.0399415,0.268875,-8.23349e-05,11,...........
2138,106.95,0.743944,-0.0537088,0.0,-0.0399563,0.269,-8.53358e-05,11,...........
2139,107.0,0.743901,-0.0537361,0.0,-0.0399744,0.269125,-7.70001e-05,11,...........
2140,107.05,0.743852,-0.0537582,0.0,-0.0399881,0.26925,-8.26683e-05,11,...........
2141,107.1,0.743806,-0.0537854,0.0,-0.0400059,0.269375,-8.83366e-05,11,...........
2142,107.15,0.743761,-0.0538114,0.0,-0.0400229,0.2695,-8.50023e-05,11,...........
2143,107.2,0.74372,-0.0538396,0.0,-0.0400416,0.269625,-9.06706e-05,11,...........
2144,107.25,0.743669,-0.0538621,0.0,-0.0400555,0.26975,-8.46689e-05,11,...........
2145,107.3,0.743623,-0.0538836,0.0,-0.0400691,0.269875,-9.13374e-05,11,...........
2146,107.35,0.743575,-0.0539101,0.0,-0.0400862,0.27,-7.23321e-05,11,...........
2147,107.4,0.743534,-0.0539353,0.0,-0.0401027,0.270125,-8.16681e-05,11,...........
2148,107.45,0.743486,-0.0539592,0.0,-0.0401179,0.27025,-8.16681e-05,11,...........
2149,107.5,0.74344,-0.0539819,0.0,-0.0401323,0.270375,-7.39993e-05,11,...........
2150,107.55,0.743393,-0.0540097,0.0,-0.0401504,0.2705,-7.66667e-05,11,...........
2151,107.6,0.743344,-0.0540343,0.0,-0.0401661,0.270625,-8.03344e-05,11,...........
2152,107.65,0.743298,-0.0540567,0.0,-0.0401802,0.27075,-7.49995e-05,11,...........
2153,107.7,0.743255,-0.0540845,0.0,-0.0401986,0.270875,-8.20015e-05,11,...........
2154,107.75,0.74321,-0.0541115,0.0,-0.0402162,0.271,-8.00009e-05,11,...........
2155,107.8,0.743161,-0.0541302,0.0,-0.0402274,0.271125,-8.13346e-05,11,...........
2156,107.85,0.743118,-0.0541593,0.0,-0.0402468,0.27125,-6.93313e-05,11,...........
2157,107.9,0.743073,-0.0541858,0.0,-0.040264,0.271375,-8.73363e-05,11,...........
2158,107.95,0.743022,-0.0542094,0.0,-0.0402788,0.2715,-8.26684e-05,11,...........
2159,108.0,0.742978,-0.0542279,0.0,-0.0402901,0.271625,-8.03344e-05,11,...........
2160,108.05,0.742934,-0.0542569,0.0,-0.0403093,0.27175,-8.03344e-05,11,...........
2161,108.1,0.742885,-0.0542793,0.0,-0.0403233,0.271875,-8.867e-05,11,...........
2162,108.15,0.742837,-0.0543048,0.0,-0.0403396,0.272,-8.43355e-05,11,...........
2163,108.2,0.742793,-0.0543342,0.0,-0.0403591,0.272125,-8.43355e-05,11,...........
2164,108.25,0.74275,-0.0543563,0.0,-0.0403731,0.27225,-9.00037e-05,11,...........
2165,108.3,0.742704,-0.0543831,0.0,-0.0403905,0.272375,-7.36658e-05,11,...........
2166,108.35,0.742658,-0.0544112,0.0,-0.0404089,0.272512,-7.90007e-05,11,...........
2167,108.4,0.742607,-0.0544353,0.0,-0.040424,0.272637,-8.6336e-05,11,...........
2168,108.45,0.742561,-0.0544593,0.0,-0.0404394,0.272763,-8.80032e-05,11,...........
2169,108.5,0.742512,-0.054485,0.0,-0.0404557,0.272887,-7.49995e-05,11,...........
2170,108.55,0.742467,-0.0545066,0.0,-0.0404693,0.273012,-7.39993e-05,11,...........
2171,108.6,0.742417,-0.0545325,0.0,-0.0404859,0.273137,-7.96675e-05,11,...........
2172,108.65,0.742374,-0.0545635,0.0,-0.0405066,0.273263,-8.30018e-05,11,...........
2173,108.7,0.742327,-0.0545872,0.0,-0.0405215,0.273387,-8.13346e-05,11,...........
2174,108.75,0.742274,-0.0546156,0.0,-0.0405398,0.273512,-7.59998e-05,11,...........
2175,108.8,0.742231,-0.0546363,0.0,-0.0405528,0.273638,-8.26684e-05,11,...........
2176,108.85,0.742183,-0.0546549,0.0,-0.040564,0.273762,-7.2999e-05,11,...........
2177,108.9,0.742145,-0.0546844,0.0,-0.0405837,0.273887,-8.80032e-05,11,...........
2178,108.95,0.742091,-0.0547135,0.0,-0.0406024,0.274013,-8.00009e-05,11,...........
2179,109.0,0.742042,-0.0547389,0.0,-0.0406186,0.274137,-7.63332e-05,11,...........
2180,109.05,0.741998,-0.0547587,0.0,-0.0406309,0.274262,-7.93341e-05,11,...........
2181,109.1,0.741946,-0.0547851,0.0,-0.0406476,0.274387,-8.26683e-05,11,...........
2182,109.15,0.741906,-0.0548075,0.0,-0.040662,0.274512,-8.23349e-05,11,...........
